rank,candidate_id,candidate_name,final_fit_score,similarity_score,required_skill_score,important_skill_score,matched_required_skills,matched_important_skills,missing_required_skills
1538,KG_02259,Kaggle Candidate 2259,4.13,0.75,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1539,KG_02085,Kaggle Candidate 2085,4.13,0.77,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1540,KG_02346,Kaggle Candidate 2346,4.13,0.76,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1541,KG_00399,Kaggle Candidate 399,4.12,0.73,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1542,KG_00816,Kaggle Candidate 816,4.12,0.73,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1543,KG_00204,Kaggle Candidate 204,4.12,0.75,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1544,KG_02376,Kaggle Candidate 2376,4.12,0.75,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1545,KG_00146,Kaggle Candidate 146,4.12,0.74,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1546,KG_00507,Kaggle Candidate 507,4.12,0.74,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1547,KG_00111,Kaggle Candidate 111,4.12,0.75,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1548,KG_00788,Kaggle Candidate 788,4.12,0.74,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1549,KG_00510,Kaggle Candidate 510,4.12,0.74,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1550,KG_01150,Kaggle Candidate 1150,4.12,0.74,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1551,KG_01409,Kaggle Candidate 1409,4.11,0.72,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1552,KG_01294,Kaggle Candidate 1294,4.11,0.71,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1553,KG_01666,Kaggle Candidate 1666,4.11,0.71,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1554,KG_00831,Kaggle Candidate 831,4.11,0.73,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1555,KG_01021,Kaggle Candidate 1021,4.11,0.73,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1556,KG_00470,Kaggle Candidate 470,4.11,0.72,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1557,KG_00431,Kaggle Candidate 431,4.11,0.71,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1558,KG_02004,Kaggle Candidate 2004,4.11,0.72,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1559,KG_01028,Kaggle Candidate 1028,4.11,0.73,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1560,KG_00888,Kaggle Candidate 888,4.11,0.72,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1561,KG_00142,Kaggle Candidate 142,4.11,0.72,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1562,KG_01952,Kaggle Candidate 1952,4.1,0.7,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1563,KG_01321,Kaggle Candidate 1321,4.1,0.71,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1564,KG_00648,Kaggle Candidate 648,4.1,0.7,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1565,KG_00534,Kaggle Candidate 534,4.1,0.71,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1566,KG_00367,Kaggle Candidate 367,4.1,0.7,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1567,KG_01833,Kaggle Candidate 1833,4.1,0.7,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1568,KG_01361,Kaggle Candidate 1361,4.1,0.71,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1569,KG_01783,Kaggle Candidate 1783,4.1,0.7,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1570,KG_02338,Kaggle Candidate 2338,4.1,0.7,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1571,KG_00468,Kaggle Candidate 468,4.1,0.7,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1572,KG_00462,Kaggle Candidate 462,4.09,0.69,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1573,KG_02050,Kaggle Candidate 2050,4.09,0.69,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1574,KG_02102,Kaggle Candidate 2102,4.09,0.69,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1575,KG_01637,Kaggle Candidate 1637,4.09,0.68,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1576,KG_01206,Kaggle Candidate 1206,4.09,0.69,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1577,KG_02324,Kaggle Candidate 2324,4.09,0.69,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1578,KG_01018,Kaggle Candidate 1018,4.09,0.68,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1579,KG_00371,Kaggle Candidate 371,4.09,0.68,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1580,KG_01297,Kaggle Candidate 1297,4.08,0.66,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1581,KG_02165,Kaggle Candidate 2165,4.08,0.66,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1582,KG_00796,Kaggle Candidate 796,4.08,0.66,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1583,KG_01607,Kaggle Candidate 1607,4.08,0.66,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1584,KG_01468,Kaggle Candidate 1468,4.08,0.65,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1585,KG_00736,Kaggle Candidate 736,4.08,0.66,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1586,KG_02345,Kaggle Candidate 2345,4.08,0.66,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1587,KG_01058,Kaggle Candidate 1058,4.08,0.66,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1588,KG_01024,Kaggle Candidate 1024,4.07,0.65,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1589,KG_01910,Kaggle Candidate 1910,4.07,0.64,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1590,KG_01745,Kaggle Candidate 1745,4.07,0.63,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1591,KG_01744,Kaggle Candidate 1744,4.07,0.63,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1592,KG_01497,Kaggle Candidate 1497,4.07,0.64,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1593,KG_02040,Kaggle Candidate 2040,4.07,0.64,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1594,KG_00343,Kaggle Candidate 343,4.07,0.63,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1595,KG_01700,Kaggle Candidate 1700,4.07,0.65,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1596,KG_00388,Kaggle Candidate 388,4.07,0.63,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1597,KG_00077,Kaggle Candidate 77,4.06,0.63,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1598,KG_01601,Kaggle Candidate 1601,4.06,0.62,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1599,KG_00739,Kaggle Candidate 739,4.06,0.61,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1600,KG_00588,Kaggle Candidate 588,4.06,0.62,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1601,KG_01631,Kaggle Candidate 1631,4.06,0.63,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1602,KG_02048,Kaggle Candidate 2048,4.06,0.62,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1603,KG_01121,Kaggle Candidate 1121,4.06,0.62,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1604,KG_01943,Kaggle Candidate 1943,4.06,0.62,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1605,KG_00411,Kaggle Candidate 411,4.06,0.63,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1606,KG_00278,Kaggle Candidate 278,4.06,0.63,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1607,KG_02091,Kaggle Candidate 2091,4.05,0.6,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1608,KG_00915,Kaggle Candidate 915,4.05,0.61,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1609,KG_00798,Kaggle Candidate 798,4.05,0.59,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1610,KG_00863,Kaggle Candidate 863,4.05,0.6,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1611,KG_02436,Kaggle Candidate 2436,4.05,0.6,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1612,KG_02068,Kaggle Candidate 2068,4.05,0.59,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1613,KG_00351,Kaggle Candidate 351,4.05,0.6,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1614,KG_01015,Kaggle Candidate 1015,4.05,0.59,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1615,KG_01902,Kaggle Candidate 1902,4.05,0.59,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1616,KG_00745,Kaggle Candidate 745,4.05,0.59,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1617,KG_02058,Kaggle Candidate 2058,4.05,0.61,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1618,KG_01076,Kaggle Candidate 1076,4.05,0.6,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1619,KG_00810,Kaggle Candidate 810,4.05,0.6,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1620,KG_02104,Kaggle Candidate 2104,4.05,0.6,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1621,KG_01094,Kaggle Candidate 1094,4.05,0.59,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1622,KG_02148,Kaggle Candidate 2148,4.05,0.61,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1623,KG_00525,Kaggle Candidate 525,4.04,0.58,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1624,KG_01379,Kaggle Candidate 1379,4.04,0.59,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1625,KG_00756,Kaggle Candidate 756,4.04,0.58,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1626,KG_02127,Kaggle Candidate 2127,4.04,0.57,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1627,KG_00544,Kaggle Candidate 544,4.04,0.58,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1628,KG_01972,Kaggle Candidate 1972,4.04,0.59,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1629,KG_01994,Kaggle Candidate 1994,4.04,0.59,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1630,KG_00538,Kaggle Candidate 538,4.03,0.56,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1631,KG_00172,Kaggle Candidate 172,4.03,0.55,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1632,KG_02057,Kaggle Candidate 2057,4.03,0.56,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1633,KG_02334,Kaggle Candidate 2334,4.03,0.56,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1634,KG_01935,Kaggle Candidate 1935,4.02,0.54,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1635,KG_00771,Kaggle Candidate 771,4.02,0.54,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1636,KG_01770,Kaggle Candidate 1770,4.02,0.55,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1637,KG_01553,Kaggle Candidate 1553,4.02,0.55,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1638,KG_01761,Kaggle Candidate 1761,4.02,0.53,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1639,KG_01419,Kaggle Candidate 1419,4.02,0.53,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1640,KG_01382,Kaggle Candidate 1382,4.02,0.54,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1641,KG_02286,Kaggle Candidate 2286,4.02,0.55,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1642,KG_01710,Kaggle Candidate 1710,4.02,0.55,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1643,KG_01701,Kaggle Candidate 1701,4.01,0.52,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1644,KG_01269,Kaggle Candidate 1269,4.01,0.53,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1645,KG_00784,Kaggle Candidate 784,4.01,0.51,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1646,KG_02105,Kaggle Candidate 2105,4.01,0.53,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1647,KG_02013,Kaggle Candidate 2013,4.01,0.52,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1648,KG_01597,Kaggle Candidate 1597,4.01,0.52,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1649,KG_01646,Kaggle Candidate 1646,4.01,0.52,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1650,KG_01395,Kaggle Candidate 1395,4,0.49,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1651,KG_01450,Kaggle Candidate 1450,4,0.5,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1652,KG_01420,Kaggle Candidate 1420,4,0.49,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1653,KG_00422,Kaggle Candidate 422,4,0.49,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1654,KG_02303,Kaggle Candidate 2303,4,0.5,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1655,KG_00454,Kaggle Candidate 454,4,0.5,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1656,KG_00900,Kaggle Candidate 900,4,0.49,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1657,KG_00828,Kaggle Candidate 828,4,0.5,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
1658,KG_00829,Kaggle Candidate 829,4,0.5,0,25,,communication,"data cleaning, data visualization, excel, sql, statistics, tableau"
